Timestamp_Accel,SystemActivated,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,AccelX_KF,AccelY_KF,AccelZ_KF,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,Timestamp_GPS,Speed,latitude,longitude,Altitude,VerticalAccuracy,HorizontalAccuracy,Course,Difcourse
17.97,0,0.022,0.021,0.007,0.013,0.008,0.007,-1.661,-0.019,0.015,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.06,0,-0.019,0.023,0.009,0.002,0.014,0.015,-1.661,-0.021,0.015,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.16,0,-0.039,0.015,0.005,-0.022,0.02,0.002,-1.66,-0.022,0.014,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.26,0,0.0,0.036,-0.03,-0.018,0.025,-0.012,-1.66,-0.024,0.014,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.36,0,-0.022,0.017,0.004,-0.012,0.026,-0.007,-1.661,-0.024,0.013,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.46,1,-0.03,0.007,-0.013,-0.023,0.018,-0.009,-1.663,-0.024,0.013,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.56,1,0.019,0.009,0.005,-0.006,0.008,-0.002,-1.665,-0.025,0.012,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.66,1,-0.046,-0.008,-0.01,-0.018,0.002,-0.001,-1.664,-0.026,0.011,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.76,1,0.002,-0.022,-0.019,-0.024,-0.007,-0.013,-1.665,-0.025,0.011,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.86,1,0.014,-0.028,-0.01,0.006,-0.019,-0.01,-1.664,-0.023,0.011,17.92,0.0,40.516396,-3.408003,612.8,17,165,-1.0,-1.0
18.96,1,0.001,-0.033,-0.003,0.002,-0.023,-0.013,-1.662,-0.022,0.012,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.06,1,0.029,0.001,-0.015,0.013,-0.023,-0.008,-1.662,-0.019,0.013,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.17,1,-0.061,-0.021,0.018,-0.007,-0.017,0.002,-1.662,-0.02,0.013,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.27,1,-0.04,-0.011,-0.001,-0.036,-0.015,0.004,-1.663,-0.018,0.014,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.36,1,-0.028,-0.033,0.019,-0.031,-0.022,0.007,-1.664,-0.016,0.015,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.46,1,-0.02,-0.036,-0.013,-0.03,-0.03,0.003,-1.664,-0.012,0.016,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.56,1,-0.009,-0.008,-0.002,-0.017,-0.021,-0.002,-1.664,-0.01,0.016,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.66,1,0.023,0.002,-0.022,-0.006,-0.009,-0.007,-1.662,-0.009,0.017,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.77,1,0.019,0.002,0.015,0.014,-0.001,-0.006,-1.662,-0.01,0.017,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.87,1,-0.005,-0.013,0.011,0.006,-0.009,0.009,-1.662,-0.01,0.018,18.94,96.0,40.51722,-3.408358,621.1,8,5,325.9,172.266
19.96,1,-0.004,-0.006,-0.023,0.001,-0.007,-0.005,-1.66,-0.009,0.019,19.94,98.9,40.517391,-3.408522,619.9,4,5,325.9,0.703
20.06,1,-0.036,-0.024,-0.023,-0.011,-0.014,-0.013,-1.658,-0.008,0.019,19.94,98.9,40.517391,-3.408522,619.9,4,5,325.9,0.703
20.16,1,-0.08,0.024,0.011,-0.042,-0.002,-0.007,-1.662,-0.008,0.019,19.94,98.9,40.517391,-3.408522,619.9,4,5,325.9,0.703
20.26,1,-0.04,0.008,0.012,-0.056,0.01,0.003,-1.665,-0.008,0.02,19.94,98.9,40.517391,-3.408522,619.9,4,5,325.9,0.703
20.37,1,-0.035,-0.015,0.011,-0.045,-0.002,0.01,-1.669,-0.004,0.022,19.94,98.9,40.517391,-3.408522,619.9,4,5,325.9,0.703
