Timestamp_Accel,SystemActivated,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,AccelX_KF,AccelY_KF,AccelZ_KF,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,Timestamp_GPS,Speed,latitude,longitude,Altitude,VerticalAccuracy,HorizontalAccuracy,Course,Difcourse
22.98,1,0.014,0.049,0.04,0.021,0.028,0.038,-1.583,0.005,-0.063,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.07,1,0.028,0.083,0.03,0.014,0.056,0.035,-1.586,-0.001,-0.065,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.17,1,0.038,0.065,0.019,0.032,0.067,0.026,-1.587,-0.008,-0.068,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.28,1,-0.028,0.053,-0.005,0.01,0.058,0.014,-1.586,-0.008,-0.07,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.38,1,0.027,0.041,0.017,0.012,0.052,0.014,-1.584,-0.01,-0.073,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.48,1,0.025,0.05,-0.004,0.017,0.05,0.001,-1.582,-0.013,-0.077,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.57,1,0.008,0.047,-0.007,0.016,0.047,0.005,-1.583,-0.017,-0.08,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.68,1,-0.029,0.058,-0.025,-0.002,0.054,-0.014,-1.581,-0.021,-0.082,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.78,1,-0.06,0.063,-0.014,-0.041,0.051,-0.019,-1.581,-0.02,-0.085,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.88,1,-0.028,0.03,0.024,-0.044,0.054,0.003,-1.582,-0.019,-0.088,22.97,82.9,40.584267,-3.55267,615.1,4,5,100.9,1.055
23.99,1,0.022,0.021,-0.016,-0.012,0.032,0.001,-1.58,-0.018,-0.091,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.08,1,0.02,0.02,-0.03,0.021,0.025,-0.014,-1.576,-0.017,-0.093,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.19,1,-0.062,0.019,-0.031,-0.022,0.022,-0.029,-1.575,-0.018,-0.095,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.28,1,0.003,0.045,-0.002,-0.021,0.03,-0.02,-1.576,-0.02,-0.097,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.38,1,-0.008,0.021,-0.017,-0.008,0.031,-0.01,-1.577,-0.023,-0.099,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.48,1,-0.005,-0.007,-0.037,-0.009,0.013,-0.029,-1.573,-0.021,-0.101,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.58,1,-0.002,-0.005,-0.044,0.0,0.001,-0.034,-1.572,-0.022,-0.103,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.68,1,0.004,-0.023,-0.014,0.001,-0.012,-0.03,-1.57,-0.022,-0.104,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.78,1,0.034,0.004,-0.012,0.012,-0.01,-0.02,-1.567,-0.023,-0.105,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.88,1,0.012,-0.025,-0.054,0.024,-0.015,-0.029,-1.562,-0.025,-0.107,23.98,83.9,40.584221,-3.552398,615.9,4,5,102.3,2.461
24.98,1,-0.047,-0.012,-0.031,-0.013,-0.014,-0.04,-1.56,-0.022,-0.108,24.96,84.0,40.584171,-3.552128,616.2,4,5,104.1,3.164
25.08,1,-0.023,-0.011,-0.022,-0.028,-0.011,-0.026,-1.562,-0.021,-0.11,24.96,84.0,40.584171,-3.552128,616.2,4,5,104.1,3.164
