40.513615000,-3.405080000
40.513615000,-3.405080000
40.513615000,-3.405080000
40.513615000,-3.405080000
40.513741000,-3.405192000
40.514019000,-3.405443000
40.515263000,-3.406583000
40.515263000,-3.406583000
40.515263000,-3.406583000
40.515263000,-3.406583000
40.515263000,-3.406583000
40.515263000,-3.406583000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.515411000,-3.406743000
40.516453000,-3.407653000
40.517445000,-3.408561000
40.517445000,-3.408561000
40.519798000,-3.410874000
40.519798000,-3.410874000
40.523804000,-3.415022000
40.524624000,-3.416811000
40.524624000,-3.416811000
40.524624000,-3.416811000
40.524624000,-3.416811000
40.524624000,-3.416811000
40.524624000,-3.416811000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524719000,-3.417124000
40.524803000,-3.417439000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524868000,-3.417746000
40.524940000,-3.418057000
40.524998000,-3.418366000
40.524998000,-3.418366000
40.525063000,-3.418669000
40.525063000,-3.418669000
40.525196000,-3.419267000
40.525196000,-3.419267000
40.525196000,-3.419267000
40.525196000,-3.419267000
40.525196000,-3.419267000
40.525490000,-3.420415000
40.525490000,-3.420415000
40.525780000,-3.421197000
40.525780000,-3.421197000
40.526268000,-3.422138000
40.526566000,-3.422556000
40.526867000,-3.422936000
40.529648000,-3.424988000
40.529835000,-3.425131000
40.529835000,-3.425131000
40.529835000,-3.425131000
40.530376000,-3.425601000
40.531593000,-3.426936000
40.531593000,-3.426936000
40.531593000,-3.426936000
40.531750000,-3.427156000
40.532188000,-3.427804000
40.533657000,-3.431882000
40.533710000,-3.432174000
40.533710000,-3.432174000
40.533749000,-3.432460000
40.533779000,-3.432745000
40.533829000,-3.433600000
40.533829000,-3.433600000
40.533855000,-3.433863000
40.533855000,-3.433863000
40.533855000,-3.433863000
40.533886000,-3.434711000
40.533878000,-3.437028000
40.533875000,-3.438223000
40.533875000,-3.440253000
40.533855000,-3.441108000
40.533855000,-3.441108000
40.533855000,-3.441108000
40.533855000,-3.441108000
40.533855000,-3.441108000
40.533848000,-3.441394000
40.533852000,-3.443120000
40.533852000,-3.443120000
40.533852000,-3.443120000
40.533848000,-3.446019000
40.533844000,-3.447188000
40.533836000,-3.447768000
40.533825000,-3.448651000
40.533825000,-3.448651000
40.533825000,-3.448651000
40.533825000,-3.448651000
40.533825000,-3.448651000
40.533825000,-3.448651000
40.533825000,-3.448958000
40.533825000,-3.448958000
40.533825000,-3.448958000
40.533825000,-3.448958000
40.533817000,-3.449281000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533787000,-3.450346000
40.533802000,-3.451859000
40.533817000,-3.457209000
40.533817000,-3.457209000
40.533817000,-3.457209000
40.533794000,-3.458487000
40.533794000,-3.458487000
40.533794000,-3.458487000
40.533779000,-3.459438000
40.533772000,-3.461028000
40.533768000,-3.461982000
40.533768000,-3.461982000
40.533749000,-3.462933000
40.533741000,-3.463253000
40.533741000,-3.463253000
40.533745000,-3.463577000
40.533745000,-3.463577000
40.533737000,-3.463892000
40.533737000,-3.463892000
40.533749000,-3.464174000
40.533749000,-3.464174000
40.533749000,-3.464174000
40.533749000,-3.464174000
40.533745000,-3.464787000
40.533745000,-3.464787000
40.533745000,-3.464787000
40.533752000,-3.465104000
40.533787000,-3.465728000
40.534298000,-3.467796000
40.535076000,-3.469195000
40.535233000,-3.469376000
40.535233000,-3.469376000
40.535233000,-3.469376000
40.535233000,-3.469376000
40.535397000,-3.469542000
40.535553000,-3.469711000
40.535553000,-3.469711000
40.535553000,-3.469711000
40.535553000,-3.469711000
40.535553000,-3.469711000
40.535553000,-3.469711000
40.535732000,-3.469856000
40.541359000,-3.472035000
40.542309000,-3.472355000
40.543243000,-3.472661000
40.545506000,-3.473420000
40.546535000,-3.473780000
40.546535000,-3.473780000
40.546982000,-3.473963000
40.547195000,-3.474059000
40.547844000,-3.474375000
40.548073000,-3.474480000
40.548523000,-3.474736000
40.548523000,-3.474736000
40.549000000,-3.475007000
40.549656000,-3.475438000
40.555882000,-3.490256000
40.555729000,-3.491207000
40.555729000,-3.491207000
40.555668000,-3.491516000
40.555668000,-3.491516000
40.555584000,-3.491817000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555496000,-3.492123000
40.555401000,-3.492424000
40.555401000,-3.492424000
40.555401000,-3.492424000
40.555401000,-3.492424000
40.555302000,-3.492718000
40.555302000,-3.492718000
40.555302000,-3.492718000
40.555080000,-3.493293000
40.555080000,-3.493293000
40.555080000,-3.493293000
40.554527000,-3.494773000
40.554226000,-3.496679000
40.554279000,-3.498200000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554317000,-3.498494000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554363000,-3.498784000
40.554417000,-3.499078000
40.554417000,-3.499078000
40.554417000,-3.499078000
40.554417000,-3.499078000
40.554417000,-3.499078000
40.554417000,-3.499078000
40.555981000,-3.503123000
40.556091000,-3.503402000
40.556202000,-3.503676000
40.556297000,-3.503959000
40.556297000,-3.503959000
40.556522000,-3.504810000
40.556728000,-3.505992000
40.556801000,-3.506899000
40.556801000,-3.506899000
40.556801000,-3.506899000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556805000,-3.507206000
40.556801000,-3.507501000
40.556801000,-3.507501000
40.556801000,-3.507501000
40.556789000,-3.508082000
40.556789000,-3.508082000
40.556770000,-3.508672000
40.556770000,-3.508672000
40.556774000,-3.509575000
40.556774000,-3.509575000
40.556774000,-3.509575000
40.556774000,-3.509575000
40.556866000,-3.510495000
40.558170000,-3.514046000
40.558170000,-3.514046000
40.558472000,-3.514475000
40.558472000,-3.514475000
40.558788000,-3.514880000
40.559139000,-3.515267000
40.561840000,-3.516725000
40.561840000,-3.516725000
40.561840000,-3.516725000
40.561840000,-3.516725000
40.563469000,-3.516959000
40.564472000,-3.517181000
40.564739000,-3.517246000
40.569283000,-3.520309000
40.569839000,-3.521024000
40.570721000,-3.522334000
40.571640000,-3.524070000
40.571640000,-3.524070000
40.571640000,-3.524070000
40.571640000,-3.524070000
40.571774000,-3.524375000
40.571774000,-3.524375000
40.574867000,-3.532886000
40.575310000,-3.533785000
40.575310000,-3.533785000
40.575752000,-3.534703000
40.576153000,-3.535646000
40.576267000,-3.535971000
40.579063000,-3.542941000
40.580238000,-3.544787000
40.581264000,-3.546219000
40.581264000,-3.546219000
40.581264000,-3.546219000
40.581593000,-3.546661000
40.581593000,-3.546661000
40.581593000,-3.546661000
40.583183000,-3.549033000
40.583309000,-3.549313000
40.583309000,-3.549313000
40.583763000,-3.550462000
40.583763000,-3.550462000
40.583763000,-3.550462000
40.583862000,-3.550765000
40.583862000,-3.550765000
40.583862000,-3.550765000
40.583862000,-3.550765000
40.584034000,-3.551361000
40.584034000,-3.551361000
40.584034000,-3.551361000
40.584034000,-3.551361000
40.584034000,-3.551361000
40.584034000,-3.551361000
40.584099000,-3.551661000
