Timestamp_Accel,SystemActivated,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,AccelX_KF,AccelY_KF,AccelZ_KF,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,Timestamp_GPS,Speed,latitude,longitude,Altitude,VerticalAccuracy,HorizontalAccuracy,Course,Difcourse
8.7,0,-0.029,-0.005,-0.017,-0.025,-0.005,-0.019,-1.591,0.01,0.241,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
8.81,0,0.005,0.007,-0.0,-0.011,-0.003,-0.008,-1.592,0.013,0.242,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
8.91,0,-0.009,0.023,0.022,-0.005,0.014,0.01,-1.596,0.008,0.244,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.01,0,-0.014,-0.006,0.016,-0.01,0.008,0.01,-1.591,0.01,0.245,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.11,1,-0.053,0.008,0.014,-0.026,0.003,0.019,-1.589,0.007,0.247,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.21,1,0.031,0.035,0.008,-0.02,0.017,0.002,-1.588,0.008,0.248,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.31,1,0.043,0.031,0.008,0.023,0.027,0.014,-1.587,0.01,0.249,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.42,1,-0.019,0.037,-0.001,0.014,0.032,0.004,-1.586,0.01,0.25,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.51,1,0.016,-0.009,0.014,0.007,0.019,0.01,-1.588,0.01,0.252,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.61,1,-0.035,-0.013,0.028,-0.009,-0.009,0.016,-1.594,0.016,0.254,8.72,0.0,40.50597,-3.360048,601.8,11,67,-1.0,-1.0
9.71,1,0.006,0.041,-0.002,-0.013,0.018,0.014,-1.594,0.018,0.255,9.69,81.3,40.505756,-3.362612,590.8,12,10,257.0,103.008
9.81,1,0.004,0.035,-0.037,-0.002,0.028,-0.013,-1.591,0.015,0.256,9.69,81.3,40.505756,-3.362612,590.8,12,10,257.0,103.008
9.91,1,0.021,0.003,-0.001,0.018,0.018,-0.013,-1.594,0.014,0.257,9.69,81.3,40.505756,-3.362612,590.8,12,10,257.0,103.008
10.01,1,-0.023,0.025,-0.058,-0.004,0.015,-0.03,-1.588,0.012,0.258,9.69,81.3,40.505756,-3.362612,590.8,12,10,257.0,103.008
