Timestamp,Unix Timestamp,Milliseconds,Millibars
03-02-21 13:48,1612360080,2,0
03-02-21 13:48,1612360080,101,0
03-02-21 13:48,1612360080,200,0
03-02-21 13:48,1612360080,300,0
03-02-21 13:48,1612360080,401,0
03-02-21 13:48,1612360080,500,0
03-02-21 13:48,1612360080,601,0
03-02-21 13:48,1612360080,700,0
03-02-21 13:48,1612360080,800,0
03-02-21 13:48,1612360080,900,0
03-02-21 13:48,1612360080,1001,0
03-02-21 13:48,1612360080,1101,0
03-02-21 13:48,1612360080,1200,0
03-02-21 13:48,1612360080,1300,0
03-02-21 13:48,1612360080,1400,0
03-02-21 13:48,1612360080,1501,0
03-02-21 13:48,1612360080,1600,0
03-02-21 13:48,1612360080,1700,0
03-02-21 13:48,1612360080,1801,0
03-02-21 13:48,1612360080,1901,0
03-02-21 13:48,1612360080,2000,0
03-02-21 13:48,1612360080,2100,0
03-02-21 13:48,1612360080,2200,0
03-02-21 13:48,1612360080,2301,0
03-02-21 13:48,1612360080,2400,0
03-02-21 13:48,1612360080,2501,0
03-02-21 13:48,1612360080,2600,0
03-02-21 13:48,1612360080,2701,0
03-02-21 13:48,1612360080,2801,0
03-02-21 13:48,1612360080,2901,0
03-02-21 13:48,1612360080,3000,0
03-02-21 13:48,1612360080,3101,0
03-02-21 13:48,1612360080,3201,0
03-02-21 13:48,1612360080,3300,0
03-02-21 13:48,1612360080,3400,0
03-02-21 13:48,1612360080,3501,0
03-02-21 13:48,1612360080,3600,0
03-02-21 13:48,1612360080,3701,0
03-02-21 13:48,1612360080,3800,0
03-02-21 13:48,1612360080,3900,0
03-02-21 13:48,1612360080,4001,0
03-02-21 13:48,1612360080,4100,0
03-02-21 13:48,1612360080,4202,0
03-02-21 13:48,1612360080,4300,0
03-02-21 13:48,1612360080,4400,0
03-02-21 13:48,1612360080,4500,0
03-02-21 13:48,1612360080,4601,0
03-02-21 13:48,1612360080,4700,0
03-02-21 13:48,1612360080,4800,0
03-02-21 13:48,1612360080,4900,0
03-02-21 13:48,1612360080,5001,0
03-02-21 13:48,1612360080,5100,0
03-02-21 13:48,1612360080,5201,0
03-02-21 13:48,1612360080,5300,0
03-02-21 13:48,1612360080,5400,0
03-02-21 13:48,1612360080,5502,0
03-02-21 13:48,1612360080,5600,0
03-02-21 13:48,1612360080,5700,0
03-02-21 13:48,1612360080,5801,0
03-02-21 13:48,1612360080,5900,0
03-02-21 13:48,1612360080,6000,0
03-02-21 13:48,1612360081,6101,0
03-02-21 13:48,1612360081,6200,0
03-02-21 13:48,1612360081,6300,0
03-02-21 13:48,1612360081,6400,0
03-02-21 13:48,1612360081,6500,0
03-02-21 13:48,1612360081,6600,0
03-02-21 13:48,1612360081,6701,0
03-02-21 13:48,1612360081,6800,0
03-02-21 13:48,1612360081,6900,0
03-02-21 13:48,1612360081,7001,0
03-02-21 13:48,1612360081,7100,0
03-02-21 13:48,1612360081,7202,0
03-02-21 13:48,1612360081,7301,0
03-02-21 13:48,1612360081,7401,0
03-02-21 13:48,1612360081,7500,0
03-02-21 13:48,1612360081,7600,0
03-02-21 13:48,1612360081,7700,0
03-02-21 13:48,1612360081,7801,0
03-02-21 13:48,1612360081,7900,0
03-02-21 13:48,1612360081,8000,0
03-02-21 13:48,1612360081,8101,0
03-02-21 13:48,1612360081,8200,0
03-02-21 13:48,1612360081,8301,0
03-02-21 13:48,1612360081,8400,0
03-02-21 13:48,1612360081,8501,0
03-02-21 13:48,1612360081,8601,0
03-02-21 13:48,1612360081,8700,0
03-02-21 13:48,1612360081,8800,0
03-02-21 13:48,1612360081,8900,0
03-02-21 13:48,1612360081,9001,0
03-02-21 13:48,1612360081,9100,0
03-02-21 13:48,1612360081,9200,0
03-02-21 13:48,1612360081,9300,0
03-02-21 13:48,1612360081,9401,0
03-02-21 13:48,1612360081,9500,0
03-02-21 13:48,1612360081,9600,0
03-02-21 13:48,1612360081,9701,0
03-02-21 13:48,1612360081,9800,0
03-02-21 13:48,1612360081,9900,0
03-02-21 13:48,1612360081,10000,0
03-02-21 13:48,1612360081,10100,0
03-02-21 13:48,1612360081,10200,0
03-02-21 13:48,1612360081,10300,0
03-02-21 13:48,1612360081,10401,0
03-02-21 13:48,1612360081,10500,0
03-02-21 13:48,1612360081,10600,0
03-02-21 13:48,1612360081,10701,0
03-02-21 13:48,1612360081,10800,0
03-02-21 13:48,1612360081,10901,0
03-02-21 13:48,1612360081,11000,0
03-02-21 13:48,1612360081,11101,0
03-02-21 13:48,1612360081,11200,0
03-02-21 13:48,1612360081,11300,0
03-02-21 13:48,1612360081,11401,0
03-02-21 13:48,1612360081,11500,0
03-02-21 13:48,1612360081,11600,0
03-02-21 13:48,1612360081,11701,0
03-02-21 13:48,1612360081,11800,0
03-02-21 13:48,1612360081,11900,0
03-02-21 13:48,1612360081,12000,0
03-02-21 13:48,1612360081,12101,0
03-02-21 13:48,1612360081,12201,0
03-02-21 13:48,1612360081,12300,0
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360081,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360082,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
03-02-21 13:48,1612360083,,
